YEAR,MO,DY,HR,solar,wind,home_consumption
2025,1,7,11,,8.51,1.06843
2025,1,7,12,,7.62,0.55157
2025,1,7,13,,6.45,3.33193
2025,1,7,14,,6.6,2.5331
2025,1,7,15,,6.76,3.77077
2025,1,7,16,,6.43,2.28077
2025,1,7,17,,6.5,2.40473
2025,1,7,18,,7.82,5.21153
2025,1,7,19,,7.8,2.91647
2025,1,7,20,,7.6,3.5232
2025,1,7,21,,7.41,4.73837
2025,1,7,22,,6.94,2.1289
2025,1,7,23,,7.19,1.46387
2025,1,8,0,,7.38,1.36047
2025,1,8,1,,7.29,1.35067
2025,1,8,2,,7.18,1.38483
2025,1,8,3,,7.27,1.3569
2025,1,8,4,,6.76,1.3759
2025,1,8,5,,6.72,1.10453
2025,1,8,6,,7.82,0.46813
2025,1,8,7,,7.32,1.01263
2025,1,8,8,,7.52,2.1395
2025,1,8,9,,7.89,1.66463
2025,1,8,10,,8.14,1.29663
2025,1,8,11,,8.09,1.1751
2025,1,8,12,,7.65,0.32893
2025,1,8,13,,6.46,0.6432
2025,1,8,14,,5.31,1.8509
2025,1,8,15,,5.31,1.8851
2025,1,8,16,,5.69,2.12243
2025,1,8,17,,5.94,1.8981
2025,1,8,18,,5.66,2.90797
2025,1,8,19,,5.15,2.79407
2025,1,8,20,,4.94,3.42503
2025,1,8,21,,4.85,2.50763
2025,1,8,22,,4.79,0.96997
2025,1,8,23,,4.79,0.33273
2025,1,9,0,,4.73,0.26983
2025,1,9,1,,4.68,0.31183
2025,1,9,2,,4.55,0.2874
2025,1,9,3,,4.52,0.46967
2025,1,9,4,,4.6,0.6612
2025,1,9,5,,4.66,0.2745
2025,1,9,6,,5.21,1.12347
2025,1,9,7,,5.43,2.38697
2025,1,9,8,,5.25,2.1356
2025,1,9,9,,5.61,1.86837
2025,1,9,10,,5.49,1.34923
2025,1,9,11,,5.09,0.93473
2025,1,9,12,,4.67,0.27693
2025,1,9,13,,3.76,0.30157
2025,1,9,14,,2.85,0.26667
2025,1,9,15,,3.05,0.56483
2025,1,9,16,,3.28,1.47133
2025,1,9,17,,3.56,2.10627
2025,1,9,18,,3.83,2.37307
2025,1,9,19,,4.01,2.28747
2025,1,9,20,,4.02,3.2106
2025,1,9,21,,3.96,3.29247
2025,1,9,22,,3.89,1.29127
2025,1,9,23,,3.86,1.63563
2025,1,10,0,,3.85,0.5179
2025,1,10,1,,3.96,0.6539
2025,1,10,2,,4.12,0.34037
2025,1,10,3,,4.21,0.26937
2025,1,10,4,,4.35,0.3469
2025,1,10,5,,4.41,0.26797
2025,1,10,6,,4.83,0.8976
2025,1,10,7,,5.45,2.3629
2025,1,10,8,,5.5,2.97293
2025,1,10,9,,5.84,1.99523
2025,1,10,10,,5.86,1.4271
2025,1,10,11,,5.75,3.97077
2025,1,10,12,,5.51,1.43077
2025,1,10,13,,4.58,0.55377
2025,1,10,14,,3.46,1.6954
2025,1,10,15,,3.62,1.29123
2025,1,10,16,,3.81,0.68353
2025,1,10,17,,4.03,1.8244
2025,1,10,18,,4.26,3.3644
2025,1,10,19,,4.55,3.19023
2025,1,10,20,,4.93,2.93393
2025,1,10,21,,4.92,1.6947
2025,1,10,22,,4.79,0.8519
2025,1,10,23,,4.5,0.37613
2025,1,11,0,,4.23,0.3365
2025,1,11,1,,4.0,0.2546
2025,1,11,2,,3.22,0.30867
2025,1,11,3,,2.01,0.89217
2025,1,11,4,,3.25,0.2705
2025,1,11,5,,5.58,0.2976
2025,1,11,6,,6.54,0.73637
2025,1,11,7,,6.6,2.70217
2025,1,11,8,,6.5,2.50527
2025,1,11,9,,6.48,1.3702
2025,1,11,10,,6.52,1.36973
2025,1,11,11,,6.6,1.15183
2025,1,11,12,,6.76,0.30033
2025,1,11,13,,7.08,0.3952
2025,1,11,14,,7.42,0.3272
2025,1,11,15,,7.49,0.54163
2025,1,11,16,,7.12,2.6132
2025,1,11,17,,6.59,3.23823
2025,1,11,18,,6.06,3.86913
2025,1,11,19,,5.79,4.7842
2025,1,11,20,,5.6,3.70627
2025,1,11,21,,5.36,2.88037
2025,1,11,22,,5.22,1.4481
2025,1,11,23,,5.18,1.2871
2025,1,12,0,,5.07,0.58543
2025,1,12,1,,4.99,0.31223
2025,1,12,2,,4.85,0.3024
2025,1,12,3,,4.85,0.32157
2025,1,12,4,,4.81,0.29303
2025,1,12,5,,4.73,0.81233
2025,1,12,6,,5.13,1.45143
2025,1,12,7,,5.42,2.8325
2025,1,12,8,,5.52,1.99393
2025,1,12,9,,5.83,1.3482
2025,1,12,10,,6.29,0.90683
2025,1,12,11,,6.88,0.28183
2025,1,12,12,,7.86,0.2946
2025,1,12,13,,8.59,0.25387
2025,1,12,14,,8.5,0.3349
2025,1,12,15,,8.37,0.26173
2025,1,12,16,,8.26,0.32067
2025,1,12,17,,7.95,0.5727
2025,1,12,18,,7.57,2.549
2025,1,12,19,,7.32,2.2349
2025,1,12,20,,7.19,2.29507
2025,1,12,21,,7.04,1.51273
2025,1,12,22,,6.92,1.48377
2025,1,12,23,,7.22,0.79927
2025,1,13,0,,7.73,0.8884
2025,1,13,1,,8.22,0.31673
2025,1,13,2,,8.54,0.25643
2025,1,13,3,,8.62,0.29787
2025,1,13,4,,8.85,0.289
2025,1,13,5,,8.91,0.2646
2025,1,13,6,,9.27,0.31517
2025,1,13,7,,9.31,1.79263
2025,1,13,8,,9.3,2.65553
2025,1,13,9,,9.4,1.7159
2025,1,13,10,,9.35,3.17003
2025,1,13,11,,9.53,3.56307
2025,1,13,12,,9.69,1.97017
2025,1,13,13,,9.96,1.6392
2025,1,13,14,,10.11,1.6297
2025,1,13,15,,9.99,2.07167
2025,1,13,16,,9.93,2.05763
2025,1,13,17,,10.03,2.79807
2025,1,13,18,,9.83,1.8881
2025,1,13,19,,9.55,3.1545
2025,1,13,20,,9.41,4.5121
2025,1,13,21,,9.66,4.98147
2025,1,13,22,,9.93,5.81427
2025,1,13,23,,9.86,5.07133
2025,1,14,0,,9.69,3.34057
2025,1,14,1,,9.67,2.916
2025,1,14,2,,9.54,2.87943
2025,1,14,3,,9.21,1.12173
2025,1,14,4,,9.01,1.13423
2025,1,14,5,,8.8,1.1941
2025,1,14,6,,8.82,1.5761
2025,1,14,7,,9.39,1.14107
2025,1,14,8,,9.75,1.31517
2025,1,14,9,,9.82,2.22603
2025,1,14,10,,9.88,1.73637
2025,1,14,11,,9.93,1.00857
2025,1,14,12,,10.04,0.7125
2025,1,14,13,,9.95,1.2987
2025,1,14,14,,9.52,1.82747
2025,1,14,15,,9.23,2.09707
2025,1,14,16,,9.15,3.4258
2025,1,14,17,,9.03,4.21113
2025,1,14,18,,8.96,3.59892
2025,1,14,19,,9.06,3.2915
2025,1,14,20,,9.13,3.1929
2025,1,14,21,,9.23,2.10763
2025,1,14,22,,9.56,1.46273
2025,1,14,23,,9.56,1.37453
2025,1,15,0,,9.45,1.3573
2025,1,15,1,,9.43,1.34173
2025,1,15,2,,9.37,0.462
2025,1,15,3,,9.32,0.28987
2025,1,15,4,,9.34,0.2916
2025,1,15,5,,9.16,0.244
2025,1,15,6,,9.1,0.30833
2025,1,15,7,,9.35,1.9449
2025,1,15,8,,9.36,2.59573
2025,1,15,9,,8.98,1.595
2025,1,15,10,,8.45,1.85527
2025,1,15,11,,8.12,1.37143
2025,1,15,12,,7.95,1.13103
2025,1,15,13,,7.67,0.6521
2025,1,15,14,,7.16,1.48413
2025,1,15,15,,7.08,1.62323
2025,1,15,16,,7.17,1.54233
2025,1,15,17,,7.11,1.79197
2025,1,15,18,,6.98,2.24783
2025,1,15,19,,6.89,2.97173
2025,1,15,20,,6.82,2.74257
2025,1,15,21,,6.45,1.6235
2025,1,15,22,,5.98,1.85723
2025,1,15,23,,5.63,2.48647
2025,1,16,0,,5.25,0.38737
2025,1,16,1,,4.99,0.29927
2025,1,16,2,,4.84,0.3085
2025,1,16,3,,4.99,0.29367
2025,1,16,4,,5.28,0.78377
2025,1,16,5,,5.52,0.40863
2025,1,16,6,,6.36,0.70077
2025,1,16,7,,7.15,2.48423
2025,1,16,8,,7.2,1.0849
2025,1,16,9,,6.98,0.8876
2025,1,16,10,,6.85,0.40047
2025,1,16,11,,6.97,0.64037
2025,1,16,12,,7.15,1.93467
2025,1,16,13,,7.17,0.94497
2025,1,16,14,,6.17,1.91687
2025,1,16,15,,5.47,0.89013
2025,1,16,16,,5.17,1.64897
2025,1,16,17,,4.94,2.8615
2025,1,16,18,,4.82,3.12617
2025,1,16,19,,4.74,1.9595
2025,1,16,20,,4.53,1.39683
2025,1,16,21,,4.24,1.40277
2025,1,16,22,,4.03,0.95477
2025,1,16,23,,4.01,0.39007
2025,1,17,0,,4.1,0.29933
2025,1,17,1,,4.21,0.24647
2025,1,17,2,,4.2,0.86007
2025,1,17,3,,4.21,0.2673
2025,1,17,4,,4.13,0.2867
2025,1,17,5,,3.55,0.2635
2025,1,17,6,,2.98,0.8768
2025,1,17,7,,3.43,2.2358
2025,1,17,8,,3.47,3.11993
2025,1,17,9,,3.32,3.22713
2025,1,17,10,,3.16,4.08577
2025,1,17,11,,3.09,2.4456
2025,1,17,12,,3.09,1.7472
2025,1,17,13,,3.11,1.4257
2025,1,17,14,,2.83,1.5297
2025,1,17,15,,3.04,3.87197
2025,1,17,16,,2.87,1.8885
2025,1,17,17,,2.52,3.06687
2025,1,17,18,,2.11,1.6687
2025,1,17,19,,1.82,2.60653
2025,1,17,20,,1.7,3.22083
2025,1,17,21,,1.75,3.54473
2025,1,17,22,,1.89,2.72067
2025,1,17,23,,1.99,1.95567
2025,1,18,0,,2.18,1.40167
2025,1,18,1,,2.55,1.12857
2025,1,18,2,,2.89,0.29913
2025,1,18,3,,3.05,0.28537
2025,1,18,4,,3.01,0.28593
2025,1,18,5,,2.81,0.27257
2025,1,18,6,,2.58,0.74733
2025,1,18,7,,2.52,2.62173
2025,1,18,8,,2.16,1.65827
2025,1,18,9,,2.18,1.32657
2025,1,18,10,,2.48,0.86613
2025,1,18,11,,2.69,0.27963
2025,1,18,12,,2.92,0.30503
2025,1,18,13,,3.19,0.5061
2025,1,18,14,,2.8,0.37203
2025,1,18,15,,3.01,0.61283
2025,1,18,16,,2.87,1.63307
2025,1,18,17,,2.42,2.15333
2025,1,18,18,,1.96,3.13347
2025,1,18,19,,1.56,2.793
2025,1,18,20,,1.29,2.96853
2025,1,18,21,,1.59,2.7788
2025,1,18,22,,2.21,1.40363
2025,1,18,23,,2.62,0.52497
2025,1,19,0,,2.64,0.30537
2025,1,19,1,,2.41,0.31633
2025,1,19,2,,2.14,0.30477
2025,1,19,3,,1.86,0.30857
2025,1,19,4,,1.66,0.31727
2025,1,19,5,,1.6,0.30043
2025,1,19,6,,1.7,0.80067
2025,1,19,7,,1.62,2.8391
2025,1,19,8,,1.19,2.12777
2025,1,19,9,,1.33,1.83297
2025,1,19,10,,1.83,1.14463
2025,1,19,11,,2.3,0.2579
2025,1,19,12,,2.78,0.3025
2025,1,19,13,,3.14,0.3826
2025,1,19,14,,2.79,0.42303
2025,1,19,15,,2.96,0.35867
2025,1,19,16,,2.99,1.03217
2025,1,19,17,,3.03,1.34047
2025,1,19,18,,3.16,0.73487
2025,1,19,19,,3.33,0.96077
2025,1,19,20,,3.36,1.54557
2025,1,19,21,,3.32,2.42263
2025,1,19,22,,3.29,2.49063
2025,1,19,23,,3.33,1.82433
2025,1,20,0,,3.43,1.7318
2025,1,20,1,,3.5,1.14927
2025,1,20,2,,3.59,1.0384
2025,1,20,3,,3.58,1.12033
2025,1,20,4,,3.48,1.02317
2025,1,20,5,,3.41,1.051
2025,1,20,6,,3.38,1.10703
2025,1,20,7,,4.1,2.11353
2025,1,20,8,,4.45,2.03513
2025,1,20,9,,4.72,2.04853
2025,1,20,10,,4.99,2.27973
2025,1,20,11,,5.15,2.0756
2025,1,20,12,,5.43,1.84313
2025,1,20,13,,5.64,4.25103
2025,1,20,14,,4.91,2.6337
2025,1,20,15,,5.18,1.97137
2025,1,20,16,,5.57,1.95253
2025,1,20,17,,5.81,2.7952
2025,1,20,18,,5.94,4.31237
2025,1,20,19,,5.81,5.34303
2025,1,20,20,,5.47,3.71293
2025,1,20,21,,5.31,2.42573
2025,1,20,22,,5.3,1.09503
2025,1,20,23,,5.27,1.11927
2025,1,21,0,,5.12,1.37223
2025,1,21,1,,4.8,1.5
2025,1,21,2,,4.32,1.56747
2025,1,21,3,,3.75,1.1985
2025,1,21,4,,3.05,1.17443
2025,1,21,5,,2.3,1.20623
2025,1,21,6,,2.14,1.77877
2025,1,21,7,,2.13,1.08793
2025,1,21,8,,2.48,1.92927
2025,1,21,9,,2.87,1.925
2025,1,21,10,,3.12,2.13057
2025,1,21,11,,3.23,2.86007
2025,1,21,12,,3.15,2.6967
2025,1,21,13,,2.45,2.7639
2025,1,21,14,,1.4,1.92573
2025,1,21,15,,1.31,1.75147
2025,1,21,16,,1.37,1.22833
2025,1,21,17,,1.47,2.8507
2025,1,21,18,,1.51,3.64893
2025,1,21,19,,1.4,5.33043
2025,1,21,20,,1.38,6.07657
2025,1,21,21,,1.64,5.91077
2025,1,21,22,,2.03,2.32773
2025,1,21,23,,2.33,0.54597
2025,1,22,0,,2.48,0.31603
2025,1,22,1,,2.62,0.26157
2025,1,22,2,,2.77,0.30493
2025,1,22,3,,2.79,0.2603
2025,1,22,4,,2.65,0.3038
2025,1,22,5,,2.52,0.2666
2025,1,22,6,,2.3,0.99367
2025,1,22,7,,2.68,1.8646
2025,1,22,8,,2.61,3.08627
2025,1,22,9,,2.85,2.4221
2025,1,22,10,,3.03,1.89497
2025,1,22,11,,3.02,1.34137
2025,1,22,12,,2.93,1.3538
2025,1,22,13,,2.57,1.0975
2025,1,22,14,,2.26,1.4378
2025,1,22,15,,2.48,1.42107
2025,1,22,16,,2.55,1.19023
2025,1,22,17,,2.58,1.1473
2025,1,22,18,,2.61,1.3634
2025,1,22,19,,2.65,3.69923
2025,1,22,20,,2.67,4.45573
2025,1,22,21,,2.73,2.57357
2025,1,22,22,,2.84,1.65547
2025,1,22,23,,2.86,1.63027
2025,1,23,0,,2.81,2.041
2025,1,23,1,,2.72,0.53867
2025,1,23,2,,2.54,0.47233
2025,1,23,3,,2.36,0.47037
2025,1,23,4,,2.3,0.46503
2025,1,23,5,,2.39,0.46643
2025,1,23,6,,2.77,0.45463
2025,1,23,7,,3.31,2.22513
2025,1,23,8,,4.18,1.66283
2025,1,23,9,,4.67,1.41983
2025,1,23,10,,4.81,0.2587
2025,1,23,11,,4.76,0.29973
2025,1,23,12,,4.53,0.26833
2025,1,23,13,,4.12,0.2888
2025,1,23,14,,2.91,0.2702
2025,1,23,15,,2.74,0.28937
2025,1,23,16,,2.49,0.3399
2025,1,23,17,,2.34,2.00497
2025,1,23,18,,2.28,2.38803
2025,1,23,19,,2.32,3.64097
2025,1,23,20,,2.42,3.57893
2025,1,23,21,,2.74,2.91947
2025,1,23,22,,3.25,1.541
2025,1,23,23,,3.82,1.32267
2025,1,24,0,,4.19,1.8474
2025,1,24,1,,4.24,1.58687
2025,1,24,2,,4.28,1.48343
2025,1,24,3,,4.29,1.4793
2025,1,24,4,,4.3,1.4453
2025,1,24,5,,4.34,1.44573
2025,1,24,6,,5.04,1.38183
2025,1,24,7,,5.63,3.5237
2025,1,24,8,,6.26,3.75817
2025,1,24,9,,6.48,3.5179
2025,1,24,10,,6.25,2.63247
2025,1,24,11,,5.71,1.55833
2025,1,24,12,,5.15,2.8716
2025,1,24,13,,4.41,1.83717
2025,1,24,14,,3.05,1.57963
2025,1,24,15,,3.07,2.5398
2025,1,24,16,,2.98,2.7186
2025,1,24,17,,2.93,1.68843
2025,1,24,18,,3.04,2.17023
2025,1,24,19,,3.16,2.15747
2025,1,24,20,,3.27,2.96397
2025,1,24,21,,3.46,1.5511
2025,1,24,22,,3.69,0.9241
2025,1,24,23,,3.92,1.13503
2025,1,25,0,,4.11,0.5959
2025,1,25,1,,4.17,0.25317
2025,1,25,2,,4.22,0.3074
2025,1,25,3,,4.31,0.2604
2025,1,25,4,,4.62,0.3157
2025,1,25,5,,5.08,0.26013
2025,1,25,6,,4.89,0.5114
2025,1,25,7,,4.6,2.62117
2025,1,25,8,,4.09,1.32687
2025,1,25,9,,3.87,0.587
2025,1,25,10,,3.67,0.2689
2025,1,25,11,,4.14,0.29213
2025,1,25,12,,3.89,0.28827
2025,1,25,13,,3.98,0.3601
2025,1,25,14,,3.56,1.20257
2025,1,25,15,,3.43,1.7188
2025,1,25,16,,3.61,1.49123
2025,1,25,17,,3.76,1.76493
2025,1,25,18,,3.56,2.41607
2025,1,25,19,,3.29,3.04243
2025,1,25,20,,2.86,2.0296
2025,1,25,21,,2.37,2.29857
2025,1,25,22,,2.18,1.34393
2025,1,25,23,,2.3,1.04907
2025,1,26,0,,2.55,0.2929
2025,1,26,1,,2.61,0.27537
2025,1,26,2,,2.71,0.26673
2025,1,26,3,,2.76,0.28423
2025,1,26,4,,2.67,0.26887
2025,1,26,5,,2.53,0.28943
2025,1,26,6,,3.02,1.0981
2025,1,26,7,,3.06,2.26637
2025,1,26,8,,3.02,0.51177
2025,1,26,9,,2.97,0.80147
2025,1,26,10,,2.91,0.80007
2025,1,26,11,,2.78,2.5391
2025,1,26,12,,2.42,1.71487
2025,1,26,13,,1.98,1.58947
2025,1,26,14,,1.26,1.53653
2025,1,26,15,,0.88,0.67447
2025,1,26,16,,0.87,0.29027
2025,1,26,17,,1.37,0.59217
2025,1,26,18,,1.76,0.90617
2025,1,26,19,,1.96,1.7367
2025,1,26,20,,2.22,1.4773
2025,1,26,21,,2.49,2.6074
2025,1,26,22,,2.57,2.3952
2025,1,26,23,,2.53,1.75127
2025,1,27,0,,2.62,0.51477
2025,1,27,1,,2.78,0.42877
2025,1,27,2,,2.89,0.2627
2025,1,27,3,,2.94,0.28487
2025,1,27,4,,3.07,0.2902
2025,1,27,5,,3.43,0.28507
2025,1,27,6,,4.25,0.532
2025,1,27,7,,4.97,1.53187
2025,1,27,8,,5.38,2.05493
2025,1,27,9,,5.64,1.84597
2025,1,27,10,,5.71,1.83277
2025,1,27,11,,5.59,1.57867
2025,1,27,12,,5.31,1.40277
2025,1,27,13,,4.87,1.54187
2025,1,27,14,,3.6,3.24183
2025,1,27,15,,3.34,2.08877
2025,1,27,16,,3.22,2.04633
2025,1,27,17,,3.21,1.4345
2025,1,27,18,,3.27,2.0484
2025,1,27,19,,3.35,2.11077
2025,1,27,20,,3.43,2.01413
2025,1,27,21,,3.55,1.04643
2025,1,27,22,,3.73,0.56277
2025,1,27,23,,3.88,3.08673
2025,1,28,0,,4.02,3.17207
2025,1,28,1,,4.18,1.4386
2025,1,28,2,,4.28,1.38587
2025,1,28,3,,4.47,1.442
2025,1,28,4,,4.57,1.44883
2025,1,28,5,,4.74,1.4096
2025,1,28,6,,5.51,1.46213
2025,1,28,7,,5.84,1.36807
2025,1,28,8,,6.49,2.22873
2025,1,28,9,,6.97,2.1713
2025,1,28,10,,6.84,1.77127
2025,1,28,11,,6.54,2.15657
2025,1,28,12,,5.96,4.19583
2025,1,28,13,,5.12,3.36843
2025,1,28,14,,3.4,1.77547
2025,1,28,15,,3.62,2.2972
2025,1,28,16,,3.97,2.02637
2025,1,28,17,,4.35,2.5222
2025,1,28,18,,4.71,3.29283
2025,1,28,19,,5.08,2.497
2025,1,28,20,,5.48,3.7912
2025,1,28,21,,5.86,3.0787
2025,1,28,22,,6.09,0.90657
2025,1,28,23,,6.08,0.3386
2025,1,29,0,,6.22,0.27693
2025,1,29,1,,6.46,0.3127
2025,1,29,2,,6.5,0.2769
2025,1,29,3,,6.77,0.3165
2025,1,29,4,,7.21,0.27203
2025,1,29,5,,7.46,1.06423
2025,1,29,6,,8.02,0.49443
2025,1,29,7,,7.73,1.24867
2025,1,29,8,,7.76,1.57263
2025,1,29,9,,8.21,1.82793
2025,1,29,10,,8.22,1.51697
2025,1,29,11,,7.73,1.4119
2025,1,29,12,,7.15,1.58953
2025,1,29,13,,5.94,1.77167
2025,1,29,14,,4.52,1.48517
2025,1,29,15,,4.6,1.46883
2025,1,29,16,,4.75,1.76677
2025,1,29,17,,4.89,1.65423
2025,1,29,18,,4.89,2.39367
2025,1,29,19,,4.73,2.88847
2025,1,29,20,,4.37,3.42033
2025,1,29,21,,4.04,1.7399
2025,1,29,22,,4.0,0.9504
2025,1,29,23,,4.0,1.3236
2025,1,30,0,,4.05,0.38207
2025,1,30,1,,4.11,0.3172
2025,1,30,2,,4.15,0.29113
2025,1,30,3,,4.14,0.32117
2025,1,30,4,,4.16,0.29053
2025,1,30,5,,4.13,0.33033
2025,1,30,6,,4.29,0.95097
2025,1,30,7,,4.45,3.0251
2025,1,30,8,,3.99,1.5079
2025,1,30,9,,3.78,0.74677
2025,1,30,10,,3.47,0.2837
2025,1,30,11,,3.14,0.49397
2025,1,30,12,,2.71,0.6436
2025,1,30,13,,2.0,0.56057
2025,1,30,14,,1.89,0.6354
2025,1,30,15,,1.66,0.82027
2025,1,30,16,,1.45,1.4973
2025,1,30,17,,1.7,1.9338
2025,1,30,18,,1.89,3.21447
2025,1,30,19,,2.05,3.06427
2025,1,30,20,,2.21,2.87293
2025,1,30,21,,2.4,1.67327
2025,1,30,22,,2.6,1.99063
2025,1,30,23,,2.7,0.61597
2025,1,31,0,,2.78,0.57233
2025,1,31,1,,2.84,0.30537
2025,1,31,2,,2.89,0.6035
2025,1,31,3,,2.91,0.54783
2025,1,31,4,,2.85,0.3127
2025,1,31,5,,2.73,0.3055
2025,1,31,6,,2.84,0.42343
2025,1,31,7,,2.72,1.36633
2025,1,31,8,,2.46,2.38593
2025,1,31,9,,2.62,1.40847
2025,1,31,10,,2.58,1.3765
2025,1,31,11,,2.42,2.83783
2025,1,31,12,,2.21,3.95983
2025,1,31,13,,2.02,1.7827
2025,1,31,14,,1.69,1.85403
